"Station Name (LEA)","join_key","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"WATERVLIET POLICE DEPARTMENT","WATERVLIET POLICE DEPARTMENT","MI1181000","WATERVLIET POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","BERRIEN",TRUE,41.792639,-86.741822,"01/01/1995"
"WAYLAND POLICE DEPARTMENT","WAYLAND POLICE DEPARTMENT","MI0381100","WAYLAND POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","ALLEGAN",TRUE,42.67384,-85.64427,"01/01/1995"
"WEXFORD COUNTY SHERIFFS OFFICE","WEXFORD COUNTY SHERIFF'S OFFICE","MI8318300","WEXFORD COUNTY SHERIFF'S OFFICE","County","Michigan","MI","East North Central","Midwest","Region II","WEXFORD",TRUE,44.245483,-85.3864,"01/01/1995"
"WHITEHALL POLICE DEPARTMENT","WHITEHALL POLICE DEPARTMENT","MI6182400","WHITEHALL POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","MUSKEGON",TRUE,43.4096,-86.342636,"01/01/1996"
"ZEELAND POLICE DEPARTMENT","ZEELAND POLICE DEPARTMENT","MI7083700","ZEELAND POLICE DEPARTMENT","City","Michigan","MI","East North Central","Midwest","Region II","OTTAWA",TRUE,42.942346,-86.655342,"01/01/1995"
"ANOKA POLICE DEPARTMENT","ANOKA POLICE DEPARTMENT","MN0020100","ANOKA POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","ANOKA",FALSE,45.201435,-93.387505,"08/01/2019"
"CHASKA POLICE DEPARTMENT","CHASKA POLICE DEPARTMENT","MN0100200","CHASKA POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","CARVER",FALSE,44.821381,-93.800575,NA
"DOUGLAS COUNTY SHERIFFS OFFICE","DOUGLAS COUNTY SHERIFF'S OFFICE","MN0210000","DOUGLAS COUNTY SHERIFF'S OFFICE","County","Minnesota","MN","West North Central","Midwest","Region II","DOUGLAS",TRUE,45.884743,-95.37578,"10/01/2018"
"MINNESOTA LAKE POLICE DEPARTMENT","MINNESOTA LAKE POLICE DEPARTMENT","MN0221000","MINNESOTA LAKE POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","FARIBAULT",TRUE,43.676522,-93.947234,"04/01/2018"
"NEW HOPE POLICE DEPARTMENT","NEW HOPE POLICE DEPARTMENT","MN0271400","NEW HOPE POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN",FALSE,45.03702,-93.38485,"04/01/2020"
"OLMSTED COUNTY SHERIFF'S OFFICE","OLMSTED COUNTY SHERIFF'S OFFICE","MN0550000","OLMSTED COUNTY SHERIFF'S OFFICE","County","Minnesota","MN","West North Central","Midwest","Region II","OLMSTED",FALSE,44.019302,-92.460846,"05/01/2019"
"PLYMOUTH POLICE DEPARTMENT","PLYMOUTH POLICE DEPARTMENT","MN0271700","PLYMOUTH POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","HENNEPIN",FALSE,45.022762,-93.47739,"04/01/2020"
"POLK COUNTY SHERIFFS OFFICE","POLK COUNTY SHERIFF'S OFFICE","MN0600000","POLK COUNTY SHERIFF'S OFFICE","County","Minnesota","MN","West North Central","Midwest","Region II","POLK",FALSE,47.774254,-96.400027,"02/01/2019"
"RED WING POLICE DEPARTMENT","RED WING POLICE DEPARTMENT","MN0250300","RED WING POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","GOODHUE",TRUE,44.562355,-92.53183,"10/01/2017"
"SHERBURNE COUNTY SHERIFF'S OFFICE","SHERBURNE COUNTY SHERIFF'S OFFICE","MN0710000","SHERBURNE COUNTY SHERIFF'S OFFICE","County","Minnesota","MN","West North Central","Midwest","Region II","SHERBURNE",FALSE,45.306267,-93.62072,NA
"SILVER BAY POLICE DEPARTMENT","SILVER BAY POLICE DEPARTMENT","MN0380100","SILVER BAY POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","LAKE",FALSE,47.295536,-91.27105,NA
"WADENA POLICE DEPARTMENT","WADENA POLICE DEPARTMENT","MN0800100","WADENA POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","OTTER TAIL; WADENA",TRUE,46.43868,-95.13664,"07/01/2018"
"WASECA POLICE DEPARTMENT","WASECA POLICE DEPARTMENT","MN0810300","WASECA POLICE DEPARTMENT","City","Minnesota","MN","West North Central","Midwest","Region II","WASECA",TRUE,44.07499,-93.50772,"04/01/2018"
"ADAMS COUNTY SHERIFFS OFFICE","ADAMS COUNTY SHERIFF'S OFFICE","MS0010000","ADAMS COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","ADAMS",FALSE,31.559797,-91.40519,"08/01/2012"
"ALCORN COUNTY SHERIFFS OFFICE","ALCORN COUNTY SHERIFF'S OFFICE","MS0020000","ALCORN COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","ALCORN",FALSE,34.886648,-88.581014,NA
"COLUMBUS POLICE DEPARTMENT","COLUMBUS POLICE DEPARTMENT","MS0440100","COLUMBUS POLICE DEPARTMENT","City","Mississippi","MS","East South Central","South","Region III","LOWNDES",FALSE,33.471424,-88.439723,NA
"FORREST COUNTY SHERIFFS OFFICE","FORREST COUNTY SHERIFF'S OFFICE","MS0180000","FORREST COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","FORREST",FALSE,31.18858,-89.259447,"09/01/2019"
"GRENADA COUNTY SHERIFFS OFFICE","GRENADA COUNTY SHERIFF'S OFFICE","MS0220000","GRENADA COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","GRENADA",FALSE,33.785313,-89.803795,"03/01/2016"
"HANCOCK COUNTY SHERIFFS OFFICE","HANCOCK COUNTY SHERIFF'S OFFICE","MS0230000","HANCOCK COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","HANCOCK",FALSE,30.391472,-89.479964,NA
"HINDS COUNTY SHERIFF'S OFFICE","HINDS COUNTY SHERIFF'S OFFICE","MS0250000","HINDS COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","HINDS",FALSE,32.267923,-90.4659,NA
"MADISON COUNTY SHERIFFS OFFICE","MADISON COUNTY SHERIFF'S OFFICE","MS0450000","MADISON COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","MADISON",FALSE,32.643322,-90.02302,NA
"MARSHALL COUNTY SHERIFFS OFFICE","MARSHALL COUNTY SHERIFF'S OFFICE","MS0470000","MARSHALL COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","MARSHALL",FALSE,34.76619,-89.504231,NA
"OKTIBBEHA COUNTY SHERIFFS OFFICE","OKTIBBEHA COUNTY SHERIFF'S OFFICE","MS0530000","OKTIBBEHA COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","OKTIBBEHA",FALSE,33.422313,-88.876151,NA
"PEARL POLICE DEPARTMENT","PEARL POLICE DEPARTMENT","MS0610200","PEARL POLICE DEPARTMENT","City","Mississippi","MS","East South Central","South","Region III","RANKIN",FALSE,32.274925,-90.1317,NA
"RANKIN COUNTY SHERIFFS OFFICE","RANKIN COUNTY SHERIFF'S OFFICE","MS0610000","RANKIN COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","RANKIN",FALSE,32.273827,-89.98623,NA
"SIMPSON COUNTY SHERIFF'S OFFICE","SIMPSON COUNTY SHERIFF'S OFFICE","MS0640000","SIMPSON COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","SIMPSON",FALSE,31.902505,-89.917709,NA
"TATE COUNTY SHERIFFS OFFICE","TATE COUNTY SHERIFF'S OFFICE","MS0690000","TATE COUNTY SHERIFF'S OFFICE","County","Mississippi","MS","East South Central","South","Region III","TATE",FALSE,34.649553,-89.943105,NA
"AUDRAIN COUNTY SHERIFF'S OFFICE","AUDRAIN COUNTY SHERIFF'S OFFICE","MO0040000","AUDRAIN COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","AUDRAIN",FALSE,39.16743,-91.819756,"03/01/2020"
"BARRY COUNTY SHERIFF'S OFFICE","BARRY COUNTY SHERIFF'S OFFICE","MO0050000","BARRY COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","BARRY",FALSE,36.677483,-93.868126,NA
"BELTON POLICE DEPARTMENT","BELTON POLICE DEPARTMENT","MO0190200","BELTON POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","CASS",TRUE,38.828186,-94.51517,"04/01/2018"
"BRANSON POLICE DEPARTMENT","BRANSON POLICE DEPARTMENT","MO1070100","BRANSON POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","TANEY",FALSE,36.64156,-93.217384,NA
"CALIFORNIA POLICE DEPARTMENT","CALIFORNIA POLICE DEPARTMENT","MO0680100","CALIFORNIA POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","MONITEAU",FALSE,38.628616,-92.566475,NA
"CARTHAGE POLICE DEPARTMENT","CARTHAGE POLICE DEPARTMENT","MO0490300","CARTHAGE POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","JASPER",TRUE,37.176098,-94.31286,"01/01/2014"
"CASS COUNTY SHERIFF'S OFFICE","CASS COUNTY SHERIFF'S OFFICE","MO0190000","CASS COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","CASS",FALSE,38.647159,-94.354242,NA
"CLEVER POLICE DEPARTMENT","CLEVER POLICE DEPARTMENT","MO0220400","CLEVER POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","CHRISTIAN",FALSE,36.969739,-93.187614,NA
"COLE CAMP POLICE DEPARTMENT","COLE CAMP POLICE DEPARTMENT","MO0080100","COLE CAMP POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","BENTON",FALSE,38.301036,-93.287942,NA
"COLUMBIA POLICE DEPARTMENT","COLUMBIA POLICE DEPARTMENT","MO0100200","COLUMBIA POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","BOONE",FALSE,38.989657,-92.310779,"10/01/2019"
"COTTLEVILLE POLICE DEPARTMENT","COTTLEVILLE POLICE DEPARTMENT","MO0920700","COTTLEVILLE POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","ST CHARLES",FALSE,38.781102,-90.674915,"02/01/2020"
"DALLAS COUNTY SHERIFF'S OFFICE","DALLAS COUNTY SHERIFF'S OFFICE","MO0300000","DALLAS COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","DALLAS",FALSE,37.642555,-93.09061,NA
"DEXTER POLICE DEPARTMENT","DEXTER POLICE DEPARTMENT","MO1040400","DEXTER POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","STODDARD",FALSE,36.796616,-89.965935,"02/01/2020"
"ELLISVILLE POLICE DEPARTMENT","ELLISVILLE POLICE DEPARTMENT","MO0952500","ELLISVILLE POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","ST LOUIS",FALSE,38.59302,-90.59231,"01/01/2020"
"FESTUS POLICE DEPARTMENT","FESTUS POLICE DEPARTMENT","MO0500300","FESTUS POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","JEFFERSON",FALSE,38.21891,-90.39988,NA
"GERALD POLICE DEPARTMENT","GERALD POLICE DEPARTMENT","MO0360200","GERALD POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","FRANKLIN",FALSE,38.408313,-91.07341,NA
"GIDEON POLICE DEPARTMENT","GIDEON POLICE DEPARTMENT","MO0720100","GIDEON POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","NEW MADRID",FALSE,36.594261,-89.655948,NA
"GREENE COUNTY SHERIFF'S OFFICE","GREENE COUNTY SHERIFF'S OFFICE","MO0390000","GREENE COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","GREENE",FALSE,37.218906,-93.29229,"01/01/2020"
"HILLSBORO POLICE DEPARTMENT","HILLSBORO POLICE DEPARTMENT","MO0500400","HILLSBORO POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","JEFFERSON",FALSE,38.257414,-90.543138,NA
"HOWARD COUNTY SHERIFF'S OFFICE","HOWARD COUNTY SHERIFF'S OFFICE","MO0450000","HOWARD COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","HOWARD",FALSE,39.14657,-92.68159,"09/01/2019"
"JEFFERSON COUNTY SHERIFF'S OFFICE","JEFFERSON COUNTY SHERIFF'S OFFICE","MO0500000","JEFFERSON COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","JEFFERSON",FALSE,38.257414,-90.543138,NA
"JOHNSON COUNTY SHERIFF'S OFFICE","JOHNSON COUNTY SHERIFF'S OFFICE","MO0510000","JOHNSON COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","JOHNSON",FALSE,38.765156,-93.74186,NA
"KNOB NOSTER POLICE DEPARTMENT","KNOB NOSTER POLICE DEPARTMENT","MO0510200","KNOB NOSTER POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","JOHNSON",FALSE,38.76652,-93.55643,NA
"LACLEDE COUNTY SHERIFF'S OFFICE","LACLEDE COUNTY SHERIFF'S OFFICE","MO0530000","LACLEDE COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","LACLEDE",TRUE,37.6827,-92.66453,"08/01/2009"
"LAWRENCE COUNTY SHERIFF'S OFFICE","LAWRENCE COUNTY SHERIFF'S OFFICE","MO0550000","LAWRENCE COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","LAWRENCE",FALSE,37.102707,-93.81838,"01/01/2020"
"LINCOLN COUNTY SHERIFF'S OFFICE","LINCOLN COUNTY SHERIFF'S OFFICE","MO0570000","LINCOLN COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","LINCOLN",FALSE,38.97115,-90.96279,NA
"MARIES COUNTY SHERIFF'S OFFICE","MARIES COUNTY SHERIFF'S OFFICE","MO0630000","MARIES COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","MARIES",FALSE,38.162615,-91.923601,NA
"MCDONALD COUNTY SHERIFF'S OFFICE","MCDONALD COUNTY SHERIFF'S OFFICE","MO0600000","MCDONALD COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","MCDONALD",FALSE,36.630218,-94.343956,"11/01/2019"
"MILLER COUNTY SHERIFF'S OFFICE","MILLER COUNTY SHERIFF'S OFFICE","MO0660000","MILLER COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","MILLER",FALSE,38.21672,-92.429871,NA
"MONITEAU COUNTY SHERIFFS OFFICE","MONITEAU COUNTY SHERIFF'S OFFICE","MO0680000","MONITEAU COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","MONITEAU",FALSE,38.63693,-92.56578,NA
"MORGAN COUNTY SHERIFF'S OFFICE","MORGAN COUNTY SHERIFF'S OFFICE","MO0710000","MORGAN COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","MORGAN",FALSE,38.431595,-92.84077,NA
"MOSCOW MILLS POLICE DEPARTMENT","MOSCOW MILLS POLICE DEPARTMENT","MO0570800","MOSCOW MILLS POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","LINCOLN",FALSE,39.058568,-90.957771,"01/01/2020"
"NEW MADRID POLICE DEPARTMENT","NEW MADRID POLICE DEPARTMENT","MO0720400","NEW MADRID POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","NEW MADRID",FALSE,36.594261,-89.655948,"02/01/2019"
"NORTHWOODS POLICE DEPARTMENT","NORTHWOODS POLICE DEPARTMENT","MO0955300","NORTHWOODS POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","ST LOUIS",FALSE,38.70563,-90.28058,NA
"RANDOLPH COUNTY SHERIFFS OFFICE","RANDOLPH COUNTY SHERIFF'S OFFICE","MO0880000","RANDOLPH COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","RANDOLPH",FALSE,39.441601,-92.492724,NA
"SAVANNAH POLICE DEPARTMENT","SAVANNAH POLICE DEPARTMENT","MO0020100","SAVANNAH POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","ANDREW",FALSE,39.988863,-94.803551,NA
"SCHUYLER COUNTY SHERIFF'S OFFICE","SCHUYLER COUNTY SHERIFF'S OFFICE","MO0990000","SCHUYLER COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","SCHUYLER",FALSE,40.469361,-92.519016,NA
"SHELBINA POLICE DEPARTMENT","SHELBINA POLICE DEPARTMENT","MO1030400","SHELBINA POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","SHELBY",FALSE,39.797531,-92.088719,"03/01/2019"
"SOUTHWEST CITY POLICE DEPARTMENT","SOUTHWEST CITY POLICE DEPARTMENT","MO0600400","SOUTHWEST CITY POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","MCDONALD",FALSE,36.516926,-94.611275,NA
"TEXAS COUNTY SHERIFFS OFFICE","TEXAS COUNTY SHERIFF'S OFFICE","MO1080000","TEXAS COUNTY SHERIFF'S OFFICE","County","Missouri","MO","West North Central","Midwest","Region II","TEXAS",FALSE,37.314257,-91.964478,NA
"TROY POLICE DEPARTMENT","TROY POLICE DEPARTMENT","MO0570400","TROY POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","LINCOLN",FALSE,38.97885,-90.97094,"11/01/2019"
"VAN BUREN POLICE DEPARTMENT","VAN BUREN POLICE DEPARTMENT","MO0180100","VAN BUREN POLICE DEPARTMENT","City","Missouri","MO","West North Central","Midwest","Region II","CARTER",FALSE,36.944783,-90.945626,NA
"LINCOLN COUNTY SHERIFF'S OFFICE","LINCOLN COUNTY SHERIFF'S OFFICE","MT0270000","LINCOLN COUNTY SHERIFF'S OFFICE","County","Montana","MT","Mountain","West","Region IV","LINCOLN",TRUE,48.39156,-115.55349,"01/01/2004"
"MCCONE COUNTY SHERIFF'S OFFICE","MCCONE COUNTY SHERIFF'S OFFICE","MT0280000","MCCONE COUNTY SHERIFF'S OFFICE","County","Montana","MT","Mountain","West","Region IV","MCCONE",TRUE,47.629628,-105.757222,"04/01/2006"
"POWELL COUNTY SHERIFFS OFFICE","POWELL COUNTY SHERIFF'S OFFICE","MT0390000","POWELL COUNTY SHERIFF'S OFFICE","County","Montana","MT","Mountain","West","Region IV","POWELL",TRUE,46.39975,-112.733536,"03/01/2005"
"PRAIRIE COUNTY SHERIFFS OFFICE","PRAIRIE COUNTY SHERIFF'S OFFICE","MT0400000","PRAIRIE COUNTY SHERIFF'S OFFICE","County","Montana","MT","Mountain","West","Region IV","PRAIRIE",TRUE,46.852434,-105.375808,"06/01/2008"
"ROOSEVELT COUNTY SHERIFFS OFFICE","ROOSEVELT COUNTY SHERIFF'S OFFICE","MT0430000","ROOSEVELT COUNTY SHERIFF'S OFFICE","County","Montana","MT","Mountain","West","Region IV","ROOSEVELT",TRUE,48.282747,-104.99517,"01/01/2005"
"GOTHENBURG POLICE DEPARTMENT","GOTHENBURG POLICE DEPARTMENT","NB0240200","GOTHENBURG POLICE DEPARTMENT","City","Nebraska","NE","West North Central","Midwest","Region II","DAWSON",TRUE,40.867378,-99.815154,"01/01/2004"
"HASTINGS POLICE DEPARTMENT","HASTINGS POLICE DEPARTMENT","NB0010100","HASTINGS POLICE DEPARTMENT","City","Nebraska","NE","West North Central","Midwest","Region II","ADAMS",TRUE,40.520632,-98.500044,"07/01/2002"
"LA VISTA POLICE DEPARTMENT","LA VISTA POLICE DEPARTMENT","NB0770400","LA VISTA POLICE DEPARTMENT","City","Nebraska","NE","West North Central","Midwest","Region II","SARPY",TRUE,41.115064,-96.109125,"01/01/2001"
"SIOUX COUNTY SHERIFFS OFFICE","SIOUX COUNTY SHERIFF'S OFFICE","NB0830000","SIOUX COUNTY SHERIFF'S OFFICE","County","Nebraska","NE","West North Central","Midwest","Region II","SIOUX",FALSE,42.485675,-103.744068,NA
"YORK COUNTY SHERIFFS OFFICE","YORK COUNTY SHERIFF'S OFFICE","NB0930000","YORK COUNTY SHERIFF'S OFFICE","County","Nebraska","NE","West North Central","Midwest","Region II","YORK",TRUE,40.873056,-97.596742,"01/01/2002"
"DOUGLAS COUNTY SHERIFFS OFFICE","DOUGLAS COUNTY SHERIFF'S OFFICE","NV0030000","DOUGLAS COUNTY SHERIFF'S OFFICE","County","Nevada","NV","Mountain","West","Region IV","DOUGLAS",FALSE,38.905129,-119.609019,NA
"HAMPTON POLICE DEPARTMENT","CAMPTON POLICE DEPARTMENT","NH0051600","CAMPTON POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","GRAFTON",TRUE,43.926502,-71.842295,"01/01/2003"
"HAMPTON POLICE DEPARTMENT","HAMPTON POLICE DEPARTMENT","NH0083000","HAMPTON POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","ROCKINGHAM",TRUE,42.988842,-71.098746,"01/01/2003"
"HILL POLICE DEPARTMENT","HILL POLICE DEPARTMENT","NH0072800","HILL POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","MERRIMACK",FALSE,43.299485,-71.68013,"01/01/2005"
"LANCASTER POLICE DEPARTMENT","LANCASTER POLICE DEPARTMENT","NH0043800","LANCASTER POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","COOS",TRUE,44.652419,-71.289383,"04/01/2003"
"MADBURY POLICE DEPARTMENT","MADBURY POLICE DEPARTMENT","NH0091200","MADBURY POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","STRAFFORD",TRUE,43.293172,-71.035889,"01/01/2017"
"MERRIMACK COUNTY SHERIFFS OFFICE","MERRIMACK COUNTY SHERIFF'S OFFICE","NH0070000","MERRIMACK COUNTY SHERIFF'S OFFICE","County","New Hampshire","NH","New England","Northeast","Region I","MERRIMACK",TRUE,43.299485,-71.68013,"01/01/2003"
"MILTON POLICE DEPARTMENT","TILTON POLICE DEPARTMENT","NH0012200","TILTON POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","BELKNAP",TRUE,43.519109,-71.425366,"01/01/2003"
"MILTON POLICE DEPARTMENT","WILTON POLICE DEPARTMENT","NH0066200","WILTON POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","HILLSBOROUGH",TRUE,42.911643,-71.723101,"05/01/2004"
"MILTON POLICE DEPARTMENT","MILTON POLICE DEPARTMENT","NH0091600","MILTON POLICE DEPARTMENT","City","New Hampshire","NH","New England","Northeast","Region I","STRAFFORD",TRUE,43.440063,-70.983574,"01/01/2003"
"STATE POLICE","STATE POLICE","NHNSP0000","STATE POLICE","State Police","New Hampshire","NH","New England","Northeast","Region I","",FALSE,43.21312,-71.51729,NA
"AUDUBON POLICE DEPARTMENT","AUDUBON POLICE DEPARTMENT","NJ0040100","AUDUBON POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","CAMDEN",FALSE,39.893585,-75.08631,NA
"BAYONNE POLICE DEPARTMENT","BAYONNE POLICE DEPARTMENT","NJ0090100","BAYONNE POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","HUDSON",FALSE,40.731384,-74.078627,NA
"CAMDEN COUNTY SHERIFF'S OFFICE","CAMDEN COUNTY SHERIFF'S OFFICE","NJ0040000","CAMDEN COUNTY SHERIFF'S OFFICE","County","New Jersey","NJ","Middle Atlantic","Northeast","Region I","CAMDEN",FALSE,39.94561,-75.12078,NA
"EDGEWATER POLICE DEPARTMENT","EDGEWATER POLICE DEPARTMENT","NJ0021300","EDGEWATER POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.826324,-73.97387,NA
"EMERSON POLICE DEPARTMENT","EMERSON POLICE DEPARTMENT","NJ0021400","EMERSON POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.959648,-74.07486,NA
"ENGLEWOOD CLIFFS POLICE DEPARTMENT","ENGLEWOOD CLIFFS POLICE DEPARTMENT","NJ0021600","ENGLEWOOD CLIFFS POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.87886,-73.95019,NA
"FAIRVIEW POLICE DEPARTMENT","FAIRVIEW POLICE DEPARTMENT","NJ0021800","FAIRVIEW POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.81177,-73.99978,NA
"GARFIELD POLICE DEPARTMENT","GARFIELD POLICE DEPARTMENT","NJ0022100","GARFIELD POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.878628,-74.102425,NA
"GARWOOD POLICE DEPARTMENT","GARWOOD POLICE DEPARTMENT","NJ0200600","GARWOOD POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","UNION",FALSE,40.659871,-74.308696,NA
"GLEN RIDGE POLICE DEPARTMENT","GLEN RIDGE POLICE DEPARTMENT","NJ0070800","GLEN RIDGE POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","ESSEX",FALSE,40.801632,-74.20457,NA
"HAWORTH POLICE DEPARTMENT","HAWORTH POLICE DEPARTMENT","NJ0022600","HAWORTH POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.960667,-73.98877,NA
"LONGPORT POLICE DEPARTMENT","LONGPORT POLICE DEPARTMENT","NJ0011500","LONGPORT POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","ATLANTIC",FALSE,39.469354,-74.633758,NA
"NEW BRUNSWICK POLICE DEPARTMENT","NEW BRUNSWICK POLICE DEPARTMENT","NJ0121400","NEW BRUNSWICK POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","MIDDLESEX",FALSE,40.494114,-74.44651,NA
"NEW MILFORD POLICE DEPARTMENT","NEW MILFORD POLICE DEPARTMENT","NJ0023800","NEW MILFORD POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.923904,-74.02718,NA
"NEW PROVIDENCE POLICE DEPARTMENT","NEW PROVIDENCE POLICE DEPARTMENT","NJ0201100","NEW PROVIDENCE POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","UNION",FALSE,40.708298,-74.40446,NA
"OCEAN CITY POLICE DEPARTMENT","OCEAN CITY POLICE DEPARTMENT","NJ0050800","OCEAN CITY POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","CAPE MAY",FALSE,39.278996,-74.574646,NA
