"Station Name (LEA)","join_key","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"ORADELL POLICE DEPARTMENT","ORADELL POLICE DEPARTMENT","NJ0024400","ORADELL POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.953396,-74.03177,NA
"PASSAIC COUNTY SHERIFF'S OFFICE","PASSAIC COUNTY SHERIFF'S OFFICE","NJ0160000","PASSAIC COUNTY SHERIFF'S OFFICE","County","New Jersey","NJ","Middle Atlantic","Northeast","Region I","PASSAIC",FALSE,40.95181,-74.21038,NA
"PASSAIC POLICE DEPARTMENT","PASSAIC POLICE DEPARTMENT","NJ0160700","PASSAIC POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","PASSAIC",FALSE,41.033763,-74.300307,NA
"PAULSBORO POLICE DEPARTMENT","PAULSBORO POLICE DEPARTMENT","NJ0081400","PAULSBORO POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","GLOUCESTER",FALSE,39.831753,-75.24134,NA
"RIDGEFIELD POLICE DEPARTMENT","RIDGEFIELD POLICE DEPARTMENT","NJ0024900","RIDGEFIELD POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","BERGEN",FALSE,40.835297,-74.00822,NA
"SALEM COUNTY SHERIFF'S OFFICE","SALEM COUNTY SHERIFF'S OFFICE","NJ0170000","SALEM COUNTY SHERIFF'S OFFICE","County","New Jersey","NJ","Middle Atlantic","Northeast","Region I","SALEM",FALSE,39.57284,-75.46662,NA
"SOUTH RIVER POLICE DEPARTMENT","SOUTH RIVER POLICE DEPARTMENT","NJ0122300","SOUTH RIVER POLICE DEPARTMENT","City","New Jersey","NJ","Middle Atlantic","Northeast","Region I","MIDDLESEX",FALSE,40.451115,-74.38095,NA
"ALAMOGORDO POLICE DEPARTMENT","ALAMOGORDO POLICE DEPARTMENT","NM0190100","ALAMOGORDO POLICE DEPARTMENT","City","New Mexico","NM","Mountain","West","Region IV","OTERO",FALSE,32.896988,-105.9556,NA
"CHAVES COUNTY SHERIFFS OFFICE","CHAVES COUNTY SHERIFF'S OFFICE","NM0030000","CHAVES COUNTY SHERIFF'S OFFICE","County","New Mexico","NM","Mountain","West","Region IV","CHAVES",FALSE,33.361604,-104.469837,NA
"CIBOLA COUNTY SHERIFFS OFFICE","CIBOLA COUNTY SHERIFF'S OFFICE","NM0330000","CIBOLA COUNTY SHERIFF'S OFFICE","County","New Mexico","NM","Mountain","West","Region IV","CIBOLA",FALSE,35.15374,-107.853935,NA
"COLFAX COUNTY SHERIFFS OFFICE","COLFAX COUNTY SHERIFF'S OFFICE","NM0040000","COLFAX COUNTY SHERIFF'S OFFICE","County","New Mexico","NM","Mountain","West","Region IV","COLFAX",FALSE,36.612962,-104.640126,NA
"EDDY COUNTY SHERIFF'S OFFICE","EDDY COUNTY SHERIFF'S OFFICE","NM0080000","EDDY COUNTY SHERIFF'S OFFICE","County","New Mexico","NM","Mountain","West","Region IV","EDDY",FALSE,32.420414,-104.22896,NA
"LINCOLN COUNTY SHERIFF'S OFFICE","LINCOLN COUNTY SHERIFF'S OFFICE","NM0140000","LINCOLN COUNTY SHERIFF'S OFFICE","County","New Mexico","NM","Mountain","West","Region IV","LINCOLN",FALSE,33.740941,-105.449083,NA
"LOS ALAMOS POLICE DEPARTMENT","LOS ALAMOS POLICE DEPARTMENT","NM0150100","LOS ALAMOS POLICE DEPARTMENT","City","New Mexico","NM","Mountain","West","Region IV","LOS ALAMOS",FALSE,35.870047,-106.307968,NA
"UNION COUNTY SHERIFFS OFFICE","UNION COUNTY SHERIFF'S OFFICE","NM0310000","UNION COUNTY SHERIFF'S OFFICE","County","New Mexico","NM","Mountain","West","Region IV","UNION",FALSE,36.488085,-103.475723,NA
"ALBANY POLICE DEPARTMENT","ALBANY POLICE DEPARTMENT","NY0010100","ALBANY POLICE DEPARTMENT","City","New York","NY","Middle Atlantic","Northeast","Region I","ALBANY",FALSE,42.588272,-73.974015,NA
"ALLEGANY COUNTY SHERIFFS OFFICE","ALLEGANY COUNTY SHERIFF'S OFFICE","NY0020000","ALLEGANY COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","ALLEGANY",FALSE,42.247871,-78.026115,NA
"BATAVIA POLICE DEPARTMENT","BATAVIA POLICE DEPARTMENT","NY0180100","BATAVIA POLICE DEPARTMENT","City","New York","NY","Middle Atlantic","Northeast","Region I","GENESEE",FALSE,42.998146,-78.18762,NA
"CHEMUNG COUNTY SHERIFFS OFFICE","CHEMUNG COUNTY SHERIFF'S OFFICE","NY0070000","CHEMUNG COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","CHEMUNG",FALSE,42.091446,-76.800964,NA
"DELAWARE COUNTY SHERIFF'S OFFICE","DELAWARE COUNTY SHERIFF'S OFFICE","NY0120000","DELAWARE COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","DELAWARE",FALSE,42.193986,-74.966728,NA
"HAMILTON COUNTY SHERIFF'S OFFICE","HAMILTON COUNTY SHERIFF'S OFFICE","NY0200000","HAMILTON COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","HAMILTON",FALSE,43.657879,-74.502456,NA
"HERKIMER COUNTY SHERIFFS OFFICE","HERKIMER COUNTY SHERIFF'S OFFICE","NY0210000","HERKIMER COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","HERKIMER",FALSE,43.028564,-74.988914,NA
"NEW YORK CITY POLICE DEPARTMENT","NEW YORK CITY POLICE DEPARTMENT","NY0303000","NEW YORK CITY POLICE DEPARTMENT","City","New York","NY","Middle Atlantic","Northeast","Region I","",FALSE,40.776557,-73.970174,NA
"NORTH TONAWANDA POLICE DEPARTMENT","NORTH TONAWANDA POLICE DEPARTMENT","NY0310300","NORTH TONAWANDA POLICE DEPARTMENT","City","New York","NY","Middle Atlantic","Northeast","Region I","NIAGARA",FALSE,43.02939,-78.86944,NA
"NORWICH POLICE DEPARTMENT","NORWICH POLICE DEPARTMENT","NY0082400","NORWICH POLICE DEPARTMENT","City","New York","NY","Middle Atlantic","Northeast","Region I","CHENANGO",FALSE,42.53143,-75.52138,NA
"RENSSELAER COUNTY SHERIFF'S OFFICE","RENSSELAER COUNTY SHERIFF'S OFFICE","NY0410000","RENSSELAER COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","RENSSELAER",FALSE,42.70896,-73.70169,NA
"TIOGA COUNTY SHERIFFS OFFICE","TIOGA COUNTY SHERIFF'S OFFICE","NY0530000","TIOGA COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","TIOGA",FALSE,42.178057,-76.297456,NA
"WASHINGTON COUNTY SHERIFF'S OFFICE","WASHINGTON COUNTY SHERIFF'S OFFICE","NY0570000","WASHINGTON COUNTY SHERIFF'S OFFICE","County","New York","NY","Middle Atlantic","Northeast","Region I","WASHINGTON",FALSE,43.280876,-73.58645,NA
"ALEXANDER COUNTY SHERIFF'S OFFICE","ALEXANDER COUNTY SHERIFF'S OFFICE","NC0020000","ALEXANDER COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","ALEXANDER",TRUE,35.920951,-81.177467,"01/01/2019"
"ALLEGHANY COUNTY SHERIFF'S OFFICE","ALLEGHANY COUNTY SHERIFF'S OFFICE","NC0030000","ALLEGHANY COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","ALLEGHANY",TRUE,36.489356,-81.132299,"01/01/2019"
"ASHE COUNTY SHERIFFS OFFICE","ASHE COUNTY SHERIFF'S OFFICE","NC0050000","ASHE COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","ASHE",TRUE,36.420254,-81.45915,"01/01/2019"
"AVERY COUNTY SHERIFF'S OFFICE","AVERY COUNTY SHERIFF'S OFFICE","NC0060000","AVERY COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","AVERY",TRUE,36.072894,-81.920363,"01/01/2019"
"AYDEN POLICE DEPARTMENT","AYDEN POLICE DEPARTMENT","NC0740100","AYDEN POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","PITT",FALSE,35.591095,-77.372376,NA
"BELMONT POLICE DEPARTMENT","BELMONT POLICE DEPARTMENT","NC0360100","BELMONT POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","GASTON",FALSE,35.293344,-81.177256,"01/01/2019"
"BERTIE COUNTY SHERIFF'S OFFICE","BERTIE COUNTY SHERIFF'S OFFICE","NC0080000","BERTIE COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","BERTIE",TRUE,36.06133,-76.962367,"01/01/2019"
"BLADEN COUNTY SHERIFF'S OFFICE","BLADEN COUNTY SHERIFF'S OFFICE","NC0090000","BLADEN COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","BLADEN",FALSE,34.591938,-78.539489,"01/01/2019"
"BRUNSWICK COUNTY SHERIFF'S OFFICE","BRUNSWICK COUNTY SHERIFF'S OFFICE","NC0100000","BRUNSWICK COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","BRUNSWICK",FALSE,34.038754,-78.227765,NA
"BURGAW POLICE DEPARTMENT","BURGAW POLICE DEPARTMENT","NC0710100","BURGAW POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","PENDER",TRUE,34.552853,-77.92579,"01/01/2019"
"CAMDEN COUNTY SHERIFF'S OFFICE","CAMDEN COUNTY SHERIFF'S OFFICE","NC0150000","CAMDEN COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","CAMDEN",TRUE,36.342344,-76.162488,"01/01/2019"
"CARTERET COUNTY SHERIFFS OFFICE","CARTERET COUNTY SHERIFF'S OFFICE","NC0160000","CARTERET COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","CARTERET",TRUE,34.858313,-76.526967,"01/01/2019"
"CATAWBA COUNTY SHERIFFS OFFICE","CATAWBA COUNTY SHERIFF'S OFFICE","NC0180000","CATAWBA COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","CATAWBA",FALSE,35.663182,-81.214151,NA
"CHEROKEE COUNTY SHERIFF'S OFFICE","CHEROKEE COUNTY SHERIFF'S OFFICE","NC0200000","CHEROKEE COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","CHEROKEE",TRUE,35.136233,-84.061308,"01/01/2019"
"CLAY COUNTY SHERIFF'S OFFICE","CLAY COUNTY SHERIFF'S OFFICE","NC0220000","CLAY COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","CLAY",FALSE,35.052997,-83.752264,NA
"CLEVELAND COUNTY SHERIFF'S OFFICE","CLEVELAND COUNTY SHERIFF'S OFFICE","NC0230000","CLEVELAND COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","CLEVELAND",FALSE,35.33463,-81.557114,"01/01/2019"
"COATS POLICE DEPARTMENT","COATS POLICE DEPARTMENT","NC0430300","COATS POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","HARNETT",TRUE,35.368635,-78.87161,NA
"COLUMBUS COUNTY SHERIFFS OFFICE","COLUMBUS COUNTY SHERIFF'S OFFICE","NC0240000","COLUMBUS COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","COLUMBUS",FALSE,34.260471,-78.636378,NA
"DUNN POLICE DEPARTMENT","BUNN POLICE DEPARTMENT","NC0350400","BUNN POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","FRANKLIN",TRUE,36.088241,-78.28309,"01/01/2019"
"DUNN POLICE DEPARTMENT","DUNN POLICE DEPARTMENT","NC0430100","DUNN POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","HARNETT",TRUE,35.368635,-78.87161,"01/01/2019"
"EDENTON POLICE DEPARTMENT","EDENTON POLICE DEPARTMENT","NC0210100","EDENTON POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","CHOWAN",TRUE,36.127288,-76.60207,"01/01/2019"
"KINSTON POLICE DEPARTMENT","KINSTON POLICE DEPARTMENT","NC0540100","KINSTON POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","LENOIR",FALSE,35.240068,-77.63551,NA
"LINCOLN COUNTY SHERIFFS OFFICE","LINCOLN COUNTY SHERIFF'S OFFICE","NC0550000","LINCOLN COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","LINCOLN",TRUE,35.487825,-81.225176,"01/01/2019"
"NASH COUNTY SHERIFF'S OFFICE","NASH COUNTY SHERIFF'S OFFICE","NC0640000","NASH COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","NASH",FALSE,35.965945,-77.987555,NA
"ONSLOW COUNTY SHERIFF'S OFFICE","ONSLOW COUNTY SHERIFF'S OFFICE","NC0670000","ONSLOW COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","ONSLOW",TRUE,34.751057,-77.43164,"01/01/2019"
"PENDER COUNTY SHERIFFS OFFICE","PENDER COUNTY SHERIFF'S OFFICE","NC0710000","PENDER COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","PENDER",FALSE,34.512556,-77.888106,NA
"PIKEVILLE POLICE DEPARTMENT","PINEVILLE POLICE DEPARTMENT","NC0600300","PINEVILLE POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","MECKLENBURG",TRUE,35.246862,-80.833832,"01/01/2019"
"PIKEVILLE POLICE DEPARTMENT","PIKEVILLE POLICE DEPARTMENT","NC0960500","PIKEVILLE POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","WAYNE",FALSE,35.362747,-78.004819,NA
"PLYMOUTH POLICE DEPARTMENT","PLYMOUTH POLICE DEPARTMENT","NC0940100","PLYMOUTH POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","WASHINGTON",TRUE,35.844589,-76.572334,"01/01/2019"
"WILKES COUNTY SHERIFF'S OFFICE","WILKES COUNTY SHERIFF'S OFFICE","NC0970000","WILKES COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","WILKES",TRUE,36.145123,-81.16558,"01/01/2019"
"WILSON'S MILLS POLICE DEPARTMENT","WILSON'S MILLS POLICE DEPARTMENT","NC0511400","WILSON'S MILLS POLICE DEPARTMENT","City","North Carolina","NC","South Atlantic","South","Region III","JOHNSTON",FALSE,35.513398,-78.36731,NA
"YANCEY COUNTY SHERIFF'S OFFICE","YANCEY COUNTY SHERIFF'S OFFICE","NC1000000","YANCEY COUNTY SHERIFF'S OFFICE","County","North Carolina","NC","South Atlantic","South","Region III","YANCEY",TRUE,35.889505,-82.30398,"01/01/2019"
"DIVIDE COUNTY SHERIFFS OFFICE","DIVIDE COUNTY SHERIFF'S OFFICE","ND0120000","DIVIDE COUNTY SHERIFF'S OFFICE","County","North Dakota","ND","West North Central","Midwest","Region II","DIVIDE",TRUE,48.814709,-103.498076,"01/01/1991"
"ELLENDALE POLICE DEPARTMENT","ELLENDALE POLICE DEPARTMENT","ND0110100","ELLENDALE POLICE DEPARTMENT","City","North Dakota","ND","West North Central","Midwest","Region II","DICKEY",TRUE,46.107756,-98.496518,"06/01/2008"
"JAMESTOWN POLICE DEPARTMENT","JAMESTOWN POLICE DEPARTMENT","ND0470100","JAMESTOWN POLICE DEPARTMENT","City","North Dakota","ND","West North Central","Midwest","Region II","STUTSMAN",TRUE,46.903137,-98.70666,"01/01/1991"
"ATHENS COUTY SHERIFF'S OFFICE","ATHENS COUNTY SHERIFF'S OFFICE","OH0050000","ATHENS COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","ATHENS",TRUE,39.329216,-82.10181,"01/01/2003"
"AUGLAIZE COUNTY SHERIFF'S OFFICE","AUGLAIZE COUNTY SHERIFF'S OFFICE","OH0060000","AUGLAIZE COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","AUGLAIZE",TRUE,40.561309,-84.224018,"12/01/2001"
"BELMONT COUNTY SHERIFF'S OFFICE","BELMONT COUNTY SHERIFF'S OFFICE","OH0070000","BELMONT COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","BELMONT",TRUE,40.017682,-80.967727,"01/01/1998"
"BUTLER COUNTY SHERIFFS OFFICE","BUTLER COUNTY SHERIFF'S OFFICE","OH0090000","BUTLER COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","BUTLER",TRUE,39.389874,-84.55557,"01/01/1998"
"CARROLL COUNTY SHERIFF'S OFFICE","CARROLL COUNTY SHERIFF'S OFFICE","OH0100000","CARROLL COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","CARROLL",TRUE,40.572014,-81.08679,"03/01/2001"
"FAIRFIELD COUNTY SHERIFFS OFFICE","FAIRFIELD COUNTY SHERIFF'S OFFICE","OH0230000","FAIRFIELD COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","FAIRFIELD",TRUE,39.71366,-82.59895,"01/01/2001"
"FAYETTE COUNTY SHERIFF'S OFFICE","FAYETTE COUNTY SHERIFF'S OFFICE","OH0240000","FAYETTE COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","FAYETTE",TRUE,39.536926,-83.44049,"01/01/1999"
"GALLIA COUNTY SHERIFF'S OFFICE","GALLIA COUNTY SHERIFF'S OFFICE","OH0270000","GALLIA COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","GALLIA",TRUE,38.80878,-82.202705,"05/01/1999"
"GEAUGA COUNTY  SHERIFF'S OFFICE","GEAUGA COUNTY SHERIFF'S OFFICE","OH0280000","GEAUGA COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","GEAUGA",TRUE,41.503647,-81.19273,"10/01/2002"
"GREENE COUNTY SHERIFF'S OFFICE","GREENE COUNTY SHERIFF'S OFFICE","OH0290000","GREENE COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","GREENE",TRUE,39.687479,-83.894894,"04/01/2005"
"HAMILTON COUNTY SHERIFF'S OFFICE","HAMILTON COUNTY SHERIFF'S OFFICE","OH0310000","HAMILTON COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","HAMILTON",FALSE,39.196927,-84.544187,NA
"HARDIN COUNTY SHERIFF'S OFFICE","HARDIN COUNTY SHERIFF'S OFFICE","OH0330000","HARDIN COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","HARDIN",TRUE,40.636177,-83.60359,"04/01/2005"
"HASKINS POLICE DEPARTMENT","HASKINS POLICE DEPARTMENT","OH0871200","HASKINS POLICE DEPARTMENT","City","Ohio","OH","East North Central","Midwest","Region II","WOOD",FALSE,41.360183,-83.622682,"08/01/2009"
"LICKING COUNTY SHERIFF'S OFFICE","LICKING COUNTY SHERIFF'S OFFICE","OH0450000","LICKING COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","LICKING",TRUE,40.05942,-82.39498,"11/01/2012"
"MADISON COUNTY SHERIFF'S OFFICE","MADISON COUNTY SHERIFF'S OFFICE","OH0490000","MADISON COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","MADISON",TRUE,39.896607,-83.400885,"06/01/2009"
"MAHONING COUNTY SHERIFF'S OFFICE","MAHONING COUNTY SHERIFF'S OFFICE","OH0500000","MAHONING COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","MAHONING",FALSE,41.104008,-80.65416,NA
"MEDINA COUNTY SHERIFF'S OFFICE","MEDINA COUNTY SHERIFF'S OFFICE","OH0520000","MEDINA COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","MEDINA",TRUE,41.12811,-81.88872,"01/01/2004"
"MEIGS COUNTY SHERIFF'S OFFICE","MEIGS COUNTY SHERIFF'S OFFICE","OH0530000","MEIGS COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","MEIGS",TRUE,39.027622,-82.03364,"01/01/2002"
"NEWTON FALLS POLICE DEPARTMENT","NEWTON FALLS POLICE DEPARTMENT","OH0780500","NEWTON FALLS POLICE DEPARTMENT","City","Ohio","OH","East North Central","Midwest","Region II","TRUMBULL",TRUE,41.1886,-80.9777,"12/01/2008"
"PIKE COUNTY SHERIFFS OFFICE","PIKE COUNTY SHERIFF'S OFFICE","OH0660000","PIKE COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","PIKE",TRUE,39.15154,-82.91132,"07/01/2004"
"SANDUSKY COUNTY SHERIFF'S OFFICE","SANDUSKY COUNTY SHERIFF'S OFFICE","OH0720000","SANDUSKY COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","SANDUSKY",FALSE,41.3581,-83.08463,NA
"SCIOTO COUNTY SHERIFF'S OFFICE","SCIOTO COUNTY SHERIFF'S OFFICE","OH0730000","SCIOTO COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","SCIOTO",TRUE,38.74373,-82.99219,"01/01/2006"
"STARK COUNTY SHERIFF'S OFFICE","STARK COUNTY SHERIFF'S OFFICE","OH0760000","STARK COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","STARK",TRUE,40.814131,-81.365667,"01/01/2004"
"SUMMIT COUNTY SHERIFF'S OFFICE","SUMMIT COUNTY SHERIFF'S OFFICE","OH0770000","SUMMIT COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","SUMMIT",TRUE,41.07877,-81.518234,"01/01/1998"
"TRUMBULL COUNTY SHERIFF'S OFFICE","TRUMBULL COUNTY SHERIFF'S OFFICE","OH0780000","TRUMBULL COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","TRUMBULL",TRUE,41.237495,-80.81881,"06/01/2002"
"URBANA POLICE DEPARTMENT","URBANA POLICE DEPARTMENT","OH0110200","URBANA POLICE DEPARTMENT","City","Ohio","OH","East North Central","Midwest","Region II","CHAMPAIGN",TRUE,40.132759,-83.767542,"01/01/1998"
"WASHINGTON COUNTY SHERIFF'S OFFICE","WASHINGTON COUNTY SHERIFF'S OFFICE","OH0840000","WASHINGTON COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","WASHINGTON",TRUE,39.415436,-81.45458,"04/01/2010"
"WAYNE COUNTY SHERIFF'S OFFICE","WAYNE COUNTY SHERIFF'S OFFICE","OH0850000","WAYNE COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","WAYNE",TRUE,40.829661,-81.887194,"01/01/2003"
"WOOD COUNTY SHERIFF'S OFFICE","WOOD COUNTY SHERIFF'S OFFICE","OH0870000","WOOD COUNTY SHERIFF'S OFFICE","County","Ohio","OH","East North Central","Midwest","Region II","WOOD",TRUE,41.360183,-83.622682,"01/01/2006"
"BERNICE POLICE DEPARTMENT","BERNICE POLICE DEPARTMENT","OK0210100","BERNICE POLICE DEPARTMENT","City","Oklahoma","OK","West South Central","South","Region III","DELAWARE",TRUE,36.393375,-94.808217,"01/01/2015"
"CANADIAN COUNTY SHERIFF'S OFFICE","CANADIAN COUNTY SHERIFF'S OFFICE","OK0090000","CANADIAN COUNTY SHERIFF'S OFFICE","County","Oklahoma","OK","West South Central","South","Region III","CANADIAN",TRUE,35.535023,-97.95504,"07/01/2011"
"CHICKASHA POLICE DEPARTMENT","CHICKASHA POLICE DEPARTMENT","OK0260100","CHICKASHA POLICE DEPARTMENT","City","Oklahoma","OK","West South Central","South","Region III","GRADY",FALSE,35.051174,-97.93979,NA
"CHOCTAW POLICE DEPARTMENT","CHOCTAW POLICE DEPARTMENT","OK0551000","CHOCTAW POLICE DEPARTMENT","City","Oklahoma","OK","West South Central","South","Region III","OKLAHOMA",TRUE,35.554611,-97.409401,"07/01/2011"
"CLEVELAND COUNTY SHERIFF'S OFFICE","CLEVELAND COUNTY SHERIFF'S OFFICE","OK0140000","CLEVELAND COUNTY SHERIFF'S OFFICE","County","Oklahoma","OK","West South Central","South","Region III","CLEVELAND",TRUE,35.21994,-97.442604,"05/01/2016"
"COALGATE POLICE DEPARTMENT","COALGATE POLICE DEPARTMENT","OK0150100","COALGATE POLICE DEPARTMENT","City","Oklahoma","OK","West South Central","South","Region III","COAL",TRUE,34.538033,-96.21848,"01/01/2008"
